3,1,1,0
3,1,-1,0.47926
3,2,1,0.23361
3,2,-1,0.015547
3,3,1,0
3,3,-1,0.51623
3,4,1,0.10709
3,4,-1,0.11566
3,5,1,0.29077
3,5,-1,0
3,6,1,0.05053
3,6,-1,0.30161
3,7,1,0.75959
3,7,-1,0.059654
1,1,1,0.034472
1,1,-1,0.30088
1,2,1,0
1,2,-1,0.34307
1,3,1,0.039733
1,3,-1,0.42552
1,4,1,0
1,4,-1,0.56597
1,5,1,0.027728
1,5,-1,0
1,6,1,0.25168
1,6,-1,0.15871
1,7,1,0.62034
1,7,-1,0.049628
4,1,1,0.90625
4,1,-1,0
4,2,1,0.0029968
4,2,-1,0.27449
4,3,1,0.12634
4,3,-1,0.10949
4,4,1,0
4,4,-1,0.26628
4,5,1,0
4,5,-1,0.16259
4,6,1,0.038985
4,6,-1,0.42348
4,7,1,0.045306
4,7,-1,0.65141
5,1,1,0
5,1,-1,0.7095
5,2,1,0.057048
5,2,-1,0.17605
5,3,1,0.56899
5,3,-1,0
5,4,1,0.2401
5,4,-1,0.085632
5,5,1,0
5,5,-1,0.15691
5,6,1,0.61982
5,6,-1,0
5,7,1,0.099958
5,7,-1,0.41959
2,1,1,0.26589
2,1,-1,0.031469
2,2,1,0.3975
2,2,-1,0
2,3,1,0.34532
2,3,-1,0.040712
2,4,1,0.61068
2,4,-1,0
2,5,1,0
2,5,-1,0.046461
2,6,1,0.13283
2,6,-1,0.26501
2,7,1,0.041297
2,7,-1,0.64416
