3,1,1,0.0073562
3,1,-1,0.30847
3,2,1,0.24338
3,2,-1,0.01702
3,3,1,0
3,3,-1,0.61757
3,4,1,0.14126
3,4,-1,0.10078
3,5,1,0.30554
3,5,-1,0
3,6,1,0.098118
3,6,-1,0.30367
3,7,1,0.66656
3,7,-1,0.10264
2,1,1,0.16036
2,1,-1,0.01832
2,2,1,0.3882
2,2,-1,0
2,3,1,0.29023
2,3,-1,0.012247
2,4,1,0.68138
2,4,-1,0
2,5,1,0.015077
2,5,-1,0.062972
2,6,1,0.13911
2,6,-1,0.20987
2,7,1,0.016537
2,7,-1,0.75962
4,1,1,0.86579
4,1,-1,0
4,2,1,0.0005636
4,2,-1,0.29505
4,3,1,0.24904
4,3,-1,0.023495
4,4,1,0.006248
4,4,-1,0.17705
4,5,1,0
4,5,-1,0.17097
4,6,1,0.045115
4,6,-1,0.34361
4,7,1,0.061864
4,7,-1,0.6917
5,1,1,0
5,1,-1,0.70398
5,2,1,0.078596
5,2,-1,0.16888
5,3,1,0.54235
5,3,-1,0.0065836
5,4,1,0.13735
5,4,-1,0.14433
5,5,1,0
5,5,-1,0.16213
5,6,1,0.57869
5,6,-1,0.013628
5,7,1,0.16985
5,7,-1,0.28898
1,1,1,0.032144
1,1,-1,0.25403
1,2,1,0
1,2,-1,0.33836
1,3,1,0.015311
1,3,-1,0.38945
1,4,1,0
1,4,-1,0.61714
1,5,1,0.04473
1,5,-1,0.019358
1,6,1,0.17637
1,6,-1,0.14953
1,7,1,0.72961
1,7,-1,0.025043
